id	file	line	kind	context	stated_status	severity	ledger_disposition	ledger_source
DEF3-A-24	docs/planning/ROUND_LOG.md	288	DEF	def	FIXED	P2	FIXED	docs/planning/ROUND_LOG.md
DEF3-A-20	docs/planning/ROUND_LOG.md	289	DEF	def	FIXED	P2	FIXED	docs/planning/ROUND_LOG.md
DEF3-A-3	docs/planning/ROUND_LOG.md	290	DEF	def	FIXED	P0	FIXED	docs/planning/ROUND_LOG.md
DEF3-A-15	docs/planning/ROUND_LOG.md	291	DEF	def	FIXED	P1	FIXED	docs/planning/ROUND_LOG.md
DEF3-A-17	docs/planning/ROUND_LOG.md	292	DEF	def	FIXED	P1	FIXED	docs/planning/ROUND_LOG.md
DEF3-A-4	docs/planning/ROUND_LOG.md	293	DEF	def	FIXED	P0	FIXED	docs/planning/ROUND_LOG.md
DEF3-A-22	docs/planning/ROUND_LOG.md	294	DEF	def	FIXED	P2	FIXED	docs/planning/ROUND_LOG.md
DEF3-A-23	docs/planning/ROUND_LOG.md	295	DEF	def	FIXED	P2	FIXED	docs/planning/ROUND_LOG.md
DEF3-C-1	docs/planning/ROUND_LOG.md	296	DEF	def	FIXED	P0	FIXED	docs/planning/ROUND_LOG.md
DEF3-C-2	docs/planning/ROUND_LOG.md	297	DEF	def	FIXED	P2	FIXED	docs/planning/ROUND_LOG.md
DEF3-C-3	docs/planning/ROUND_LOG.md	298	DEF	def	FIXED	P1	FIXED	docs/planning/ROUND_LOG.md
DEF3-D-1	docs/planning/ROUND_LOG.md	299	DEF	def	FIXED;Tier:T0;Tier:T3	P1	FIXED	docs/planning/ROUND_LOG.md
DEF3-D-2	docs/planning/ROUND_LOG.md	300	DEF	def	CONTESTED;FIXED;Tier:T3;Conf:Low	P1	FIXED	docs/planning/ROUND_LOG.md
CLAIM-8	docs/planning/ROUND_LOG.md	300	CLAIM	ref	CONTESTED;FIXED;Tier:T3;Conf:Low			
DEF3-D-3	docs/planning/ROUND_LOG.md	301	DEF	def	CONTESTED;FIXED;Tier:T3;Conf:Low	P2	FIXED	docs/planning/ROUND_LOG.md
CLAIM-10	docs/planning/ROUND_LOG.md	301	CLAIM	ref	CONTESTED;FIXED;Tier:T3;Conf:Low			
DEF3-D-4	docs/planning/ROUND_LOG.md	302	DEF	def	FIXED;Tier:T1;Tier:T2	P1	FIXED	docs/planning/ROUND_LOG.md
DEF3-D-5	docs/planning/ROUND_LOG.md	303	DEF	def	FIXED	P2	FIXED	docs/planning/ROUND_LOG.md
DEF3-D-6	docs/planning/ROUND_LOG.md	304	DEF	def	FIXED;Tier:T2	P2	FIXED	docs/planning/ROUND_LOG.md
UNK-3	docs/planning/ROUND_LOG.md	304	UNK	ref	FIXED;Tier:T2			
DEF3-D-7	docs/planning/ROUND_LOG.md	305	DEF	def	CONTESTED;FIXED;Conf:Medium	P2	FIXED	docs/planning/ROUND_LOG.md
CLAIM-OBS-004	docs/planning/ROUND_LOG.md	305	CLAIM	ref	CONTESTED;FIXED;Conf:Medium			
DEF3-D-8	docs/planning/ROUND_LOG.md	306	DEF	def	FIXED;Tier:T1	P2	FIXED	docs/planning/ROUND_LOG.md
DEF3-INT-1	docs/planning/ROUND_LOG.md	307	DEF	def	FIXED	P0	FIXED	docs/planning/ROUND_LOG.md
DEF3-C-1	docs/planning/ROUND_LOG.md	307	DEF	ref	FIXED	P0	FIXED	docs/planning/ROUND_LOG.md
DEF3-INT-2	docs/planning/ROUND_LOG.md	308	DEF	def	FIXED	P0	FIXED	docs/planning/ROUND_LOG.md
DEF3-C-1	docs/planning/ROUND_LOG.md	308	DEF	ref	FIXED	P0	FIXED	docs/planning/ROUND_LOG.md
DEF3-INT-3	docs/planning/ROUND_LOG.md	309	DEF	def	FIXED	P0	FIXED	docs/planning/ROUND_LOG.md
DEF3-C-1	docs/planning/ROUND_LOG.md	309	DEF	ref	FIXED	P0	FIXED	docs/planning/ROUND_LOG.md
DEF3-INT-4	docs/planning/ROUND_LOG.md	310	DEF	def	FIXED;Decl:advisory	P0	FIXED	docs/planning/ROUND_LOG.md
DEF3-C-1	docs/planning/ROUND_LOG.md	310	DEF	ref	FIXED;Decl:advisory	P0	FIXED	docs/planning/ROUND_LOG.md
UNK-1	docs/planning/ROUND_LOG.md	330	UNK	ref	FIXED			
REQ-EH-5	docs/planning/ROUND_LOG.md	331	REQ	ref	FIXED			
GATE-007	docs/planning/ROUND_LOG.md	331	GATE	ref	FIXED			
REQ-EH-5	docs/planning/ROUND_LOG.md	331	REQ	ref	FIXED			
REQ-01	docs/planning/round1/DEF-laneA.md	19	REQ	ref				
CLAIM-01	docs/planning/round1/DEF-laneA.md	19	CLAIM	ref				
UNK-01	docs/planning/round1/DEF-laneA.md	20	UNK	ref				
REQ-1	docs/planning/round1/DEF-laneA.md	20	REQ	ref				
CLAIM-1	docs/planning/round1/DEF-laneA.md	20	CLAIM	ref				
UNK-1	docs/planning/round1/DEF-laneA.md	20	UNK	ref				
REQ-1	docs/planning/round1/DEF-laneA.md	20	REQ	ref				
CLAIM-1	docs/planning/round1/DEF-laneA.md	20	CLAIM	ref				
UNK-1	docs/planning/round1/DEF-laneA.md	21	UNK	ref				
REQ-EMB-001	docs/planning/round1/DEF-laneA.md	21	REQ	ref				
CLAIM-EMB-001	docs/planning/round1/DEF-laneA.md	21	CLAIM	ref				
UNK-EMB-001	docs/planning/round1/DEF-laneA.md	21	UNK	ref				
CLAIM-01	docs/planning/round1/DEF-laneA.md	23	CLAIM	ref				
CLAIM-3	docs/planning/round1/DEF-laneA.md	23	CLAIM	ref				
CLAIM-2	docs/planning/round1/DEF-laneA.md	23	CLAIM	ref				
CLAIM-EMB-001	docs/planning/round1/DEF-laneA.md	24	CLAIM	ref				
DEF-A-1	docs/planning/round1/DEF-laneA.md	32	DEF	def	P0	P0	FIXED	docs/planning/round1/INTEGRATION.md
CLAIM-EMB	docs/planning/round1/DEF-laneA.md	32	CLAIM	ref	P0			
DEF-A-2	docs/planning/round1/DEF-laneA.md	34	DEF	def	P1	P1	FIXED	docs/planning/round1/INTEGRATION.md
UNK-01	docs/planning/round1/DEF-laneA.md	34	UNK	ref	P1			
UNK-02	docs/planning/round1/DEF-laneA.md	34	UNK	ref	P1			
UNK-03	docs/planning/round1/DEF-laneA.md	34	UNK	ref	P1			
UNK-04	docs/planning/round1/DEF-laneA.md	34	UNK	ref	P1			
UNK-02	docs/planning/round1/DEF-laneA.md	34	UNK	ref	P1			
DEF-A-3	docs/planning/round1/DEF-laneA.md	36	DEF	def	P1	P1	FIXED	docs/planning/round1/INTEGRATION.md
UNK-1	docs/planning/round1/DEF-laneA.md	36	UNK	ref	P1			
UNK-1	docs/planning/round1/DEF-laneA.md	36	UNK	ref	P1			
DEF-A-2	docs/planning/round1/DEF-laneA.md	36	DEF	ref	P1	P1	FIXED	docs/planning/round1/INTEGRATION.md
DEF-A-4	docs/planning/round1/DEF-laneA.md	38	DEF	def	P1	P1	FIXED	docs/planning/round1/INTEGRATION.md
UNK-1	docs/planning/round1/DEF-laneA.md	38	UNK	ref	P1			
UNK-1	docs/planning/round1/DEF-laneA.md	38	UNK	ref	P1			
DEF-A-5	docs/planning/round1/DEF-laneA.md	40	DEF	def	P1	P1	FIXED	docs/planning/round1/INTEGRATION.md
UNK-EMB-O1	docs/planning/round1/DEF-laneA.md	40	UNK	ref	P1			
DEF-A-6	docs/planning/round1/DEF-laneA.md	42	DEF	def	P1	P1	FIXED	docs/planning/round1/INTEGRATION.md
DEF-A-7	docs/planning/round1/DEF-laneA.md	44	DEF	def	P2	P2	FIXED	docs/planning/round1/INTEGRATION.md
DEF-A-8	docs/planning/round1/DEF-laneA.md	46	DEF	def	P2	P2	DEFERRED	docs/planning/round1/INTEGRATION.md
REQ-01	docs/planning/round1/DEF-laneA.md	46	REQ	ref	P2			
REQ-1	docs/planning/round1/DEF-laneA.md	46	REQ	ref	P2			
REQ-EMB-001	docs/planning/round1/DEF-laneA.md	46	REQ	ref	P2			
CLAIM-01	docs/planning/round1/DEF-laneA.md	46	CLAIM	ref	P2			
CLAIM-1	docs/planning/round1/DEF-laneA.md	46	CLAIM	ref	P2			
CLAIM-EMB-001	docs/planning/round1/DEF-laneA.md	46	CLAIM	ref	P2			
DEF-A-9	docs/planning/round1/DEF-laneA.md	48	DEF	def	P2	P2	FIXED	docs/planning/round1/INTEGRATION.md
UNK-01	docs/planning/round1/DEF-laneA.md	48	UNK	ref	P2			
UNK-3	docs/planning/round1/DEF-laneA.md	48	UNK	ref	P2			
UNK-5	docs/planning/round1/DEF-laneA.md	48	UNK	ref	P2			
UNK-2	docs/planning/round1/DEF-laneA.md	48	UNK	ref	P2			
DEF-A-1	docs/planning/round1/DEF-laneA.md	48	DEF	ref	P2	P0	FIXED	docs/planning/round1/INTEGRATION.md
GATE-005	docs/planning/round1/DEF-laneB.md	20	GATE	ref				
REQ-DW-6	docs/planning/round1/DEF-laneB.md	23	REQ	ref				
GATE-001	docs/planning/round1/DEF-laneB.md	30	GATE	ref	Decl:load-bearing			
DEF-B-1	docs/planning/round1/DEF-laneB.md	36	DEF	def	P0	P0	FIXED	docs/planning/round1/INTEGRATION.md
GATE-MCP-01	docs/planning/round1/DEF-laneB.md	39	GATE	ref				
GATE-MAP-1	docs/planning/round1/DEF-laneB.md	40	GATE	ref				
GATE-DW-1	docs/planning/round1/DEF-laneB.md	40	GATE	ref				
GATE-001	docs/planning/round1/DEF-laneB.md	44	GATE	ref				
DEF-B-2	docs/planning/round1/DEF-laneB.md	48	DEF	def	P1	P1	FIXED	docs/planning/round1/INTEGRATION.md
GATE-MCP-01	docs/planning/round1/DEF-laneB.md	51	GATE	ref				
GATE-MAP-1	docs/planning/round1/DEF-laneB.md	51	GATE	ref				
GATE-DW-1	docs/planning/round1/DEF-laneB.md	51	GATE	ref				
DEF-B-3	docs/planning/round1/DEF-laneB.md	57	DEF	def	P1	P1	FIXED	docs/planning/round1/INTEGRATION.md
DEF-B-4	docs/planning/round1/DEF-laneB.md	67	DEF	def	P1	P1	FIXED	docs/planning/round1/INTEGRATION.md
DEF-B-5	docs/planning/round1/DEF-laneB.md	75	DEF	def	P1	P1	FIXED	docs/planning/round1/INTEGRATION.md
REQ-DW-6	docs/planning/round1/DEF-laneB.md	80	REQ	ref				
GATE-005	docs/planning/round1/DEF-laneB.md	84	GATE	ref				
REQ-DW-6	docs/planning/round1/DEF-laneB.md	88	REQ	ref				
DEF-B-6	docs/planning/round1/DEF-laneB.md	93	DEF	def	P1	P1	FIXED	docs/planning/round1/INTEGRATION.md
CLAIM-11	docs/planning/round1/DEF-laneB.md	97	CLAIM	ref				
DEF-B-7	docs/planning/round1/DEF-laneB.md	104	DEF	def	P1	P1	FIXED	docs/planning/round1/INTEGRATION.md
DEF-B-8	docs/planning/round1/DEF-laneB.md	116	DEF	def	P1	P1	FIXED	docs/planning/round1/INTEGRATION.md
UNK-MCP-06	docs/planning/round1/DEF-laneB.md	118	UNK	ref				
GATE-MCP-N	docs/planning/round1/DEF-laneB.md	122	GATE	ref				
DEF-B-9	docs/planning/round1/DEF-laneB.md	127	DEF	def	P1	P1	FIXED	docs/planning/round1/INTEGRATION.md
DEF-B-10	docs/planning/round1/DEF-laneB.md	135	DEF	def	P1	P1	FIXED	docs/planning/round1/INTEGRATION.md
GATE-DW-N	docs/planning/round1/DEF-laneB.md	143	GATE	ref				
DEF-B-11	docs/planning/round1/DEF-laneB.md	145	DEF	def	P1	P1	FIXED	docs/planning/round1/INTEGRATION.md
GATE-005	docs/planning/round1/DEF-laneB.md	147	GATE	ref				
GATE-005	docs/planning/round1/DEF-laneB.md	151	GATE	ref	Decl:load-bearing			
GATE-005	docs/planning/round1/DEF-laneB.md	153	GATE	ref				
DEF-B-12	docs/planning/round1/DEF-laneB.md	156	DEF	def	P1	P1	FIXED	docs/planning/round1/INTEGRATION.md
GATE-MCP-01	docs/planning/round1/DEF-laneB.md	156	GATE	ref	P1			
GATE-MCP-02	docs/planning/round1/DEF-laneB.md	157	GATE	ref				
GATE-006	docs/planning/round1/DEF-laneB.md	158	GATE	ref				
GATE-006	docs/planning/round1/DEF-laneB.md	158	GATE	ref				
GATE-006	docs/planning/round1/DEF-laneB.md	161	GATE	ref	Decl:load-bearing			
GATE-MCP-01	docs/planning/round1/DEF-laneB.md	161	GATE	ref	Decl:load-bearing			
GATE-006	docs/planning/round1/DEF-laneB.md	162	GATE	ref				
GATE-006	docs/planning/round1/DEF-laneB.md	163	GATE	ref				
DEF-B-13	docs/planning/round1/DEF-laneB.md	165	DEF	def	P1	P1	FIXED	docs/planning/round1/INTEGRATION.md
GATE-MCP-03	docs/planning/round1/DEF-laneB.md	165	GATE	ref	P1			
GATE-MCP-04	docs/planning/round1/DEF-laneB.md	166	GATE	ref				
GATE-017	docs/planning/round1/DEF-laneB.md	167	GATE	ref				
GATE-017	docs/planning/round1/DEF-laneB.md	169	GATE	ref				
GATE-017	docs/planning/round1/DEF-laneB.md	170	GATE	ref				
GATE-MCP-03	docs/planning/round1/DEF-laneB.md	171	GATE	ref	Decl:load-bearing			
GATE-017	docs/planning/round1/DEF-laneB.md	172	GATE	ref				
DEF-B-14	docs/planning/round1/DEF-laneB.md	174	DEF	def	P1	P1	FIXED	docs/planning/round1/INTEGRATION.md
GATE-MAP-1	docs/planning/round1/DEF-laneB.md	175	GATE	ref				
GATE-MAP-2	docs/planning/round1/DEF-laneB.md	175	GATE	ref				
GATE-MAP-3	docs/planning/round1/DEF-laneB.md	175	GATE	ref				
GATE-MAP-4	docs/planning/round1/DEF-laneB.md	176	GATE	ref				
GATE-006	docs/planning/round1/DEF-laneB.md	176	GATE	ref				
GATE-MAP-4	docs/planning/round1/DEF-laneB.md	180	GATE	ref				
GATE-006	docs/planning/round1/DEF-laneB.md	181	GATE	ref				
GATE-006	docs/planning/round1/DEF-laneB.md	182	GATE	ref	Decl:load-bearing			
GATE-MAP-N	docs/planning/round1/DEF-laneB.md	182	GATE	ref	Decl:load-bearing			
GATE-006	docs/planning/round1/DEF-laneB.md	183	GATE	ref				
DEF-B-15	docs/planning/round1/DEF-laneB.md	186	DEF	def	P1	P1	FIXED	docs/planning/round1/INTEGRATION.md
GATE-001	docs/planning/round1/DEF-laneB.md	187	GATE	ref	Decl:load-bearing;Decl:advisory			
GATE-004	docs/planning/round1/DEF-laneB.md	189	GATE	ref	Decl:advisory			
GATE-005	docs/planning/round1/DEF-laneB.md	190	GATE	ref	Decl:advisory			
GATE-007	docs/planning/round1/DEF-laneB.md	191	GATE	ref	Decl:advisory			
GATE-010	docs/planning/round1/DEF-laneB.md	191	GATE	ref	Decl:advisory			
GATE-011	docs/planning/round1/DEF-laneB.md	192	GATE	ref	Decl:advisory			
GATE-014	docs/planning/round1/DEF-laneB.md	192	GATE	ref	Decl:advisory			
GATE-018	docs/planning/round1/DEF-laneB.md	193	GATE	ref	Decl:universal;Decl:load-bearing			
DEF-B-16	docs/planning/round1/DEF-laneB.md	196	DEF	def	P1	P1	FIXED	docs/planning/round1/INTEGRATION.md
DEF-B-15	docs/planning/round1/DEF-laneB.md	196	DEF	ref	P1	P1	FIXED	docs/planning/round1/INTEGRATION.md
GATE-004	docs/planning/round1/DEF-laneB.md	197	GATE	ref	Decl:advisory			
GATE-006	docs/planning/round1/DEF-laneB.md	197	GATE	ref	Decl:advisory			
GATE-014	docs/planning/round1/DEF-laneB.md	198	GATE	ref	Decl:universal			
GATE-017	docs/planning/round1/DEF-laneB.md	198	GATE	ref	Decl:universal			
GATE-018	docs/planning/round1/DEF-laneB.md	199	GATE	ref	Decl:universal			
DEF-B-12	docs/planning/round1/DEF-laneB.md	200	DEF	ref		P1	FIXED	docs/planning/round1/INTEGRATION.md
GATE-MCP-01	docs/planning/round1/DEF-laneB.md	201	GATE	ref				
GATE-006	docs/planning/round1/DEF-laneB.md	201	GATE	ref				
DEF-B-17	docs/planning/round1/DEF-laneB.md	203	DEF	def	P1	P1	FIXED	docs/planning/round1/INTEGRATION.md
DEF-B-15	docs/planning/round1/DEF-laneB.md	204	DEF	ref		P1	FIXED	docs/planning/round1/INTEGRATION.md
GATE-006	docs/planning/round1/DEF-laneB.md	204	GATE	ref				
GATE-017	docs/planning/round1/DEF-laneB.md	204	GATE	ref				
GATE-014	docs/planning/round1/DEF-laneB.md	205	GATE	ref	Decl:universal			
DEF-B-14	docs/planning/round1/DEF-laneB.md	206	DEF	ref		P1	FIXED	docs/planning/round1/INTEGRATION.md
DEF-B-18	docs/planning/round1/DEF-laneB.md	208	DEF	def	P1	P1	FIXED	docs/planning/round1/INTEGRATION.md
DEF-B-15	docs/planning/round1/DEF-laneB.md	209	DEF	ref		P1	FIXED	docs/planning/round1/INTEGRATION.md
GATE-005	docs/planning/round1/DEF-laneB.md	209	GATE	ref				
GATE-014	docs/planning/round1/DEF-laneB.md	210	GATE	ref	Decl:universal;Decl:advisory			
GATE-017	docs/planning/round1/DEF-laneB.md	210	GATE	ref	Decl:universal;Decl:advisory			
GATE-018	docs/planning/round1/DEF-laneB.md	210	GATE	ref	Decl:universal;Decl:advisory			
DEF-B-19	docs/planning/round1/DEF-laneB.md	213	DEF	def	P1	P1	FIXED	docs/planning/round1/INTEGRATION.md
CLAIM-01	docs/planning/round1/DEF-laneB.md	219	CLAIM	ref	Tier:T0			
DEF-B-20	docs/planning/round1/DEF-laneB.md	227	DEF	def	P2	P2	FIXED	docs/planning/round1/INTEGRATION.md
GATE-002	docs/planning/round1/DEF-laneB.md	227	GATE	ref	P2			
GATE-002	docs/planning/round1/DEF-laneB.md	230	GATE	ref				
DEF-B-21	docs/planning/round1/DEF-laneB.md	237	DEF	def	P2	P2	FIXED	docs/planning/round1/INTEGRATION.md
GATE-MCP-01	docs/planning/round1/DEF-laneB.md	239	GATE	ref				
GATE-001	docs/planning/round1/DEF-laneB.md	239	GATE	ref				
DEF-B-1	docs/planning/round1/DEF-laneB.md	242	DEF	ref		P0	FIXED	docs/planning/round1/INTEGRATION.md
DEF-B-22	docs/planning/round1/DEF-laneB.md	244	DEF	def	P2	P2	FIXED	docs/planning/round1/INTEGRATION.md
DEF-B-23	docs/planning/round1/DEF-laneB.md	249	DEF	def	P2	P2	FIXED	docs/planning/round1/INTEGRATION.md
DEF-B-24	docs/planning/round1/DEF-laneB.md	257	DEF	def	P2	P2	FIXED	docs/planning/round1/INTEGRATION.md
GATE-MCP-N	docs/planning/round1/DEF-laneB.md	263	GATE	ref				
DEF-B-25	docs/planning/round1/DEF-laneB.md	265	DEF	def	P2	P2	FIXED	docs/planning/round1/INTEGRATION.md
GATE-DW-4	docs/planning/round1/DEF-laneB.md	266	GATE	ref				
GATE-005	docs/planning/round1/DEF-laneB.md	267	GATE	ref				
DEF-B-5	docs/planning/round1/DEF-laneB.md	270	DEF	ref		P1	FIXED	docs/planning/round1/INTEGRATION.md
DEF-B-5	docs/planning/round1/DEF-laneB.md	271	DEF	ref		P1	FIXED	docs/planning/round1/INTEGRATION.md
GATE-DW-4	docs/planning/round1/DEF-laneB.md	271	GATE	ref				
GATE-005	docs/planning/round1/DEF-laneB.md	272	GATE	ref				
GATE-DW-1	docs/planning/round1/DEF-laneB.md	288	GATE	ref				
GATE-008	docs/planning/round1/DEF-laneB.md	296	GATE	ref				
GATE-007	docs/planning/round1/DEF-laneC.md	17	GATE	ref				
GATE-010	docs/planning/round1/DEF-laneC.md	20	GATE	ref				
REQ-BU-4	docs/planning/round1/DEF-laneC.md	23	REQ	ref				
GATE-014	docs/planning/round1/DEF-laneC.md	23	GATE	ref				
UNK-1	docs/planning/round1/DEF-laneC.md	24	UNK	ref				
DEF-C-1	docs/planning/round1/DEF-laneC.md	30	DEF	def	P1	P1	FIXED	docs/planning/round1/INTEGRATION.md
GATE-007	docs/planning/round1/DEF-laneC.md	30	GATE	ref	P1			
DEF-C-2	docs/planning/round1/DEF-laneC.md	39	DEF	def	P1	P1	FIXED	docs/planning/round1/INTEGRATION.md
GATE-007	docs/planning/round1/DEF-laneC.md	39	GATE	ref	P1			
GATE-SB-1	docs/planning/round1/DEF-laneC.md	48	GATE	ref				
GATE-SB-2	docs/planning/round1/DEF-laneC.md	49	GATE	ref				
DEF-C-3	docs/planning/round1/DEF-laneC.md	51	DEF	def	P2	P2	FIXED	docs/planning/round1/INTEGRATION.md
GATE-007	docs/planning/round1/DEF-laneC.md	51	GATE	ref	P2			
REQ-1-style	docs/planning/round1/DEF-laneC.md	55	REQ	ref				
DEF-C-4	docs/planning/round1/DEF-laneC.md	59	DEF	def	P1	P1	FIXED	docs/planning/round1/INTEGRATION.md
GATE-010	docs/planning/round1/DEF-laneC.md	59	GATE	ref	P1			
DEF-C-5	docs/planning/round1/DEF-laneC.md	70	DEF	def	P1	P1	FIXED	docs/planning/round1/INTEGRATION.md
REQ-BU-2	docs/planning/round1/DEF-laneC.md	73	REQ	ref				
DEF-C-6	docs/planning/round1/DEF-laneC.md	83	DEF	def	P1	P1	FIXED	docs/planning/round1/INTEGRATION.md
REQ-BU-4	docs/planning/round1/DEF-laneC.md	83	REQ	ref	P1			
GATE-014	docs/planning/round1/DEF-laneC.md	84	GATE	ref				
GATE-015	docs/planning/round1/DEF-laneC.md	86	GATE	ref				
REQ-BU-4	docs/planning/round1/DEF-laneC.md	89	REQ	ref				
DEF-C-7	docs/planning/round1/DEF-laneC.md	94	DEF	def	P1	P1	FIXED	docs/planning/round1/INTEGRATION.md
UNK-1	docs/planning/round1/DEF-laneC.md	94	UNK	ref	P1			
UNK-1	docs/planning/round1/DEF-laneC.md	98	UNK	ref				
UNK-2	docs/planning/round1/DEF-laneC.md	101	UNK	ref				
DEF-C-8	docs/planning/round1/DEF-laneC.md	104	DEF	def	P1	P1	FIXED	docs/planning/round1/INTEGRATION.md
GATE-013	docs/planning/round1/DEF-laneC.md	109	GATE	ref				
DEF-C-9	docs/planning/round1/DEF-laneC.md	115	DEF	def	P2	P2	FIXED	docs/planning/round1/INTEGRATION.md
REQ-SEARCH-03	docs/planning/round1/DEF-laneC.md	116	REQ	ref				
GATE-010	docs/planning/round1/DEF-laneC.md	120	GATE	ref				
DEF-C-10	docs/planning/round1/DEF-laneC.md	123	DEF	def	P2	P2	FIXED	docs/planning/round1/INTEGRATION.md
GATE-CUA-01	docs/planning/round1/DEF-laneC.md	125	GATE	ref				
DEF-C-11	docs/planning/round1/DEF-laneC.md	134	DEF	def	P2	P2	FIXED	docs/planning/round1/INTEGRATION.md
DEF-C-12	docs/planning/round1/DEF-laneC.md	144	DEF	def	P2	P2	FIXED	docs/planning/round1/INTEGRATION.md
GATE-014	docs/planning/round1/DEF-laneC.md	144	GATE	ref	P2			
GATE-015	docs/planning/round1/DEF-laneC.md	147	GATE	ref				
GATE-014	docs/planning/round1/DEF-laneC.md	149	GATE	ref				
GATE-001	docs/planning/round1/DEF-laneD.md	5	GATE	ref				
GATE-018	docs/planning/round1/DEF-laneD.md	5	GATE	ref				
DEF-D-1	docs/planning/round1/DEF-laneD.md	15	DEF	def	P1;Tier:T0;Tier:T1;Tier:T2;Tier:T3	P1	FIXED	docs/planning/round1/INTEGRATION.md
CLAIM-5	docs/planning/round1/DEF-laneD.md	15	CLAIM	ref	P1;Tier:T0;Tier:T1;Tier:T2;Tier:T3			
CLAIM-11	docs/planning/round1/DEF-laneD.md	15	CLAIM	ref	P1;Tier:T0;Tier:T1;Tier:T2;Tier:T3			
DEF-D-2	docs/planning/round1/DEF-laneD.md	17	DEF	def	P1;Tier:T0;Tier:T1;Tier:T2;Tier:T3	P1	FIXED	docs/planning/round1/INTEGRATION.md
DEF-D-1	docs/planning/round1/DEF-laneD.md	17	DEF	ref	P1;Tier:T0;Tier:T1;Tier:T2;Tier:T3	P1	FIXED	docs/planning/round1/INTEGRATION.md
CLAIM-6	docs/planning/round1/DEF-laneD.md	17	CLAIM	ref	P1;Tier:T0;Tier:T1;Tier:T2;Tier:T3			
CLAIM-10	docs/planning/round1/DEF-laneD.md	17	CLAIM	ref	P1;Tier:T0;Tier:T1;Tier:T2;Tier:T3			
CLAIM-14	docs/planning/round1/DEF-laneD.md	17	CLAIM	ref	P1;Tier:T0;Tier:T1;Tier:T2;Tier:T3			
DEF-D-3	docs/planning/round1/DEF-laneD.md	19	DEF	def	P1;Tier:T0;Tier:T1;Tier:T2;Tier:T3	P1	FIXED	docs/planning/round1/INTEGRATION.md
GATE-VDB-01	docs/planning/round1/DEF-laneD.md	19	GATE	ref	P1;Tier:T0;Tier:T1;Tier:T2;Tier:T3			
DEF-D-4	docs/planning/round1/DEF-laneD.md	21	DEF	def	P1;Tier:T0;Tier:T1;Tier:T2;Tier:T3	P1	FIXED	docs/planning/round1/INTEGRATION.md
CLAIM-EH-01	docs/planning/round1/DEF-laneD.md	21	CLAIM	ref	P1;Tier:T0;Tier:T1;Tier:T2;Tier:T3			
CLAIM-EH-01	docs/planning/round1/DEF-laneD.md	21	CLAIM	ref	P1;Tier:T0;Tier:T1;Tier:T2;Tier:T3			
CLAIM-EH-01	docs/planning/round1/DEF-laneD.md	21	CLAIM	ref	P1;Tier:T0;Tier:T1;Tier:T2;Tier:T3			
CLAIM-EH-12	docs/planning/round1/DEF-laneD.md	21	CLAIM	ref	P1;Tier:T0;Tier:T1;Tier:T2;Tier:T3			
CLAIM-EH-13	docs/planning/round1/DEF-laneD.md	21	CLAIM	ref	P1;Tier:T0;Tier:T1;Tier:T2;Tier:T3			
CLAIM-EH-14	docs/planning/round1/DEF-laneD.md	21	CLAIM	ref	P1;Tier:T0;Tier:T1;Tier:T2;Tier:T3			
DEF-D-5	docs/planning/round1/DEF-laneD.md	23	DEF	def	P1;Tier:T2	P1	FIXED	docs/planning/round1/INTEGRATION.md
DEF-D-1	docs/planning/round1/DEF-laneD.md	23	DEF	ref	P1;Tier:T2	P1	FIXED	docs/planning/round1/INTEGRATION.md
DEF-D-4	docs/planning/round1/DEF-laneD.md	23	DEF	ref	P1;Tier:T2	P1	FIXED	docs/planning/round1/INTEGRATION.md
DEF-D-6	docs/planning/round1/DEF-laneD.md	25	DEF	def	P2;Tier:T0;Tier:T3;Tier:T2	P2	FIXED	docs/planning/round1/INTEGRATION.md
DEF-D-7	docs/planning/round1/DEF-laneD.md	29	DEF	def	P2;ADMISSIBLE;Tier:T1;Tier:T2;Tier:T0	P2	FIXED	docs/planning/round1/INTEGRATION.md
CLAIM-1	docs/planning/round1/DEF-laneD.md	29	CLAIM	ref	P2;ADMISSIBLE;Tier:T1;Tier:T2;Tier:T0			
DEF-D-8	docs/planning/round1/DEF-laneD.md	31	DEF	def	P2;ADMISSIBLE;CONTESTED;Tier:T1;Tier:T2	P2	FIXED	docs/planning/round1/INTEGRATION.md
CLAIM-VDB-04	docs/planning/round1/DEF-laneD.md	31	CLAIM	ref	P2;ADMISSIBLE;CONTESTED;Tier:T1;Tier:T2			
CLAIM-13	docs/planning/round1/DEF-laneD.md	33	CLAIM	ref	CONTESTED;Tier:T2;Decl:load-bearing			
UNK-1	docs/planning/round1/DEF-laneD.md	33	UNK	ref	CONTESTED;Tier:T2;Decl:load-bearing			
CLAIM-3	docs/planning/round1/DEF-laneD.md	33	CLAIM	ref	CONTESTED;Tier:T2;Decl:load-bearing			
CLAIM-14	docs/planning/round1/DEF-laneD.md	33	CLAIM	ref	CONTESTED;Tier:T2;Decl:load-bearing			
CLAIM-4	docs/planning/round1/DEF-laneD.md	33	CLAIM	ref	CONTESTED;Tier:T2;Decl:load-bearing			
CLAIM-EH-13	docs/planning/round1/DEF-laneD.md	33	CLAIM	ref	CONTESTED;Tier:T2;Decl:load-bearing			
DEF-D-9	docs/planning/round1/DEF-laneD.md	33	DEF	ref	CONTESTED;Tier:T2;Decl:load-bearing	P1	FIXED	docs/planning/round1/INTEGRATION.md
